Fecha,Referencia,Unidades,Ventas
2017-01-10,Mandarina,3972.4699987769127,6734.669997572899
2017-01-10,Filetes de salmón,122.23000010848045,3633.070004224777
2017-01-10,Jamón reserva,37.2250001411885,814.8800005316734
2017-01-10,Tomate jugoso al peso,1289.2969988984987,2585.3599981423467
2017-01-10,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),577.85999982059,9240.159987211227
2017-01-10,Melo  OR,335.5310005545616,743.7400027513504
2017-01-10,Pack de plátanos,1602.2999984622002,3379.339996725321
2017-01-10,Aceite de oliva virgen extra 5 l,26.0,613.6000118255615
2017-01-11,Mandarina,3168.5260016545653,5355.299997910857
2017-01-11,Naranja en cajas,823.6310002505779,1456.960000038147
2017-01-11,Aceite de oliva virgen extra 5 l,24.0,566.4000110626221
2017-01-11,Filetes de salmón,91.72999987471849,2727.1599978506565
2017-01-11,Bolsa naranjas 2Kg.,846.0,1683.2400057315826
2017-01-11,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),426.2000000178814,6814.989990711212
2017-01-11,Sepia,86.4400003105402,1115.1200051307678
2017-01-11,Baguetes 2 unidades,4013.0,3651.7799342870712
2017-01-11,Melo  OR,315.1000000834465,691.4900002479553
2017-01-11,Jamón reserva,34.055000092834234,745.5000021457672
2017-01-11,Pack de plátanos,1449.8089997228235,3052.039994250983
2017-01-11,Tomate jugoso al peso,1104.7400000952184,2198.7899992987514
2017-01-11,Cerveza tercio,1498.0,949.6499955654144
2017-01-12,Sepia,79.60499961674213,1026.8500022888184
2017-01-12,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),421.16000005602837,6191.070004940033
2017-01-12,Aceite de oliva virgen extra 5 l,26.0,613.6000080108643
2017-01-12,Mandarina,3109.08200096339,5254.190004333854
2017-01-12,Pack de plátanos,1311.3129992038012,2760.3399986326694
2017-01-12,Bolsa naranjas 2Kg.,926.0,1842.7400071620941
2017-01-12,Naranja en cajas,892.4290004074574,1582.08000010252
2017-01-12,Fresa premium 500gr,12.0,44.88000011444092
2017-01-12,Baguetes 2 unidades,3907.0,3554.1399356126785
2017-01-12,Cerveza tercio,1578.0,1000.1999974250793
2017-01-12,Jamón reserva,32.360000021755695,708.3699979782104
2017-01-12,Tomate jugoso al peso,1132.2929983371869,2253.1199997980148
2017-01-12,Filetes de salmón,99.71999964118004,2964.6800055503845
2017-01-12,Melo  OR,388.54000091552734,845.920000076294
2017-01-13,Sepia,166.79500014334917,2151.8000017404556
2017-01-13,Cerveza tercio,1931.0,1224.2399963140488
2017-01-13,Melo  OR,443.8959995508194,973.1300003528595
2017-01-13,Tomate jugoso al peso,1502.473999787122,2989.719999112189
2017-01-13,Pack de plátanos,1581.754999528639,3486.000000020489
2017-01-13,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),550.4199982183054,8091.319985933602
2017-01-13,Baguetes 2 unidades,3750.0,3415.27994120121
2017-01-13,Filetes de salmón,117.26499968767166,3486.3199927806854
2017-01-13,Aceite de oliva virgen extra 5 l,42.0,991.2000179290771
2017-01-13,Mandarina,4214.676999792457,7122.930000156164
2017-01-13,Jamón reserva,51.30000004917383,1122.9599990844727
2017-01-13,Bolsa naranjas 2Kg.,1192.0,2372.0800082683563
2017-01-13,Naranja en cajas,1387.7879992127419,2455.4800010323524
2017-01-13,Fresa premium 500gr,233.0,932.0700027942657
2017-01-14,Tomate jugoso al peso,1727.2279987100046,3436.7699952423573
2017-01-14,Filetes de salmón,83.88000024855137,2425.660003900528
2017-01-14,Mandarina,4874.138995416462,8237.490000262856
2017-01-14,Bolsa naranjas 2Kg.,1379.0,2744.2100088596344
2017-01-14,Melo  OR,575.2890014052391,1260.2700004577637
2017-01-14,Jamón reserva,65.6449998319149,1436.9599993228912
2017-01-14,Naranja en cajas,1455.6450009793043,2567.140000104904
2017-01-14,Cerveza tercio,2350.0,1489.169994533062
2017-01-14,Baguetes 2 unidades,4053.0,3689.4599401950836
2017-01-14,Pack de plátanos,1948.7079995647073,4294.979998186231
2017-01-14,Fresa premium 500gr,421.0,1686.5900061130524
2017-01-14,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),298.1350008100271,4311.329997301102
2017-01-14,Aceite de oliva virgen extra 5 l,34.0,802.4000129699707
2017-01-14,Sepia,208.79499952495098,2642.560000181198
2017-01-15,Fresa premium 500gr,10.0,39.90000009536743
2017-01-15,Cerveza tercio,112.0,70.91999953985214
2017-01-15,Bolsa naranjas 2Kg.,15.0,29.850000143051147
2017-01-15,Mandarina,46.38499991595745,78.3899995982647
2017-01-15,Jamón reserva,0.5949999913573265,13.02999997138977
2017-01-15,Tomate jugoso al peso,24.749999918043613,49.27000005543232
2017-01-15,Baguetes 2 unidades,350.0,321.95999574661255
2017-01-15,Naranja en cajas,23.939999878406525,42.90999972820282
2017-01-15,Pack de plátanos,29.914999902248383,67.30999970436096
2017-01-15,Aceite de oliva virgen extra 5 l,5.0,118.00000190734863
2017-01-15,Melo  OR,3.090000033378601,6.769999980926514
2017-01-16,Jamón reserva,34.99000005796552,765.9500019550323
2017-01-16,Baguetes 2 unidades,4555.0,4144.379924297333
2017-01-16,Tomate jugoso al peso,1196.233999878168,2380.75999994576
2017-01-16,Aceite de oliva virgen extra 5 l,27.0,637.2000102996826
2017-01-16,Bolsa naranjas 2Kg.,918.0,1826.8200063705444
2017-01-16,Cerveza tercio,1307.0,826.859995663166
2017-01-16,Melo  OR,353.40999960899353,774.479999601841
2017-01-16,Naranja en cajas,939.5200012177229,1662.339999228716
2017-01-16,Mandarina,3283.5839989185333,5549.309995263815
2017-01-16,Pack de plátanos,1501.2679987857118,3312.3499968666583
2017-01-16,Fresa premium 500gr,141.0,565.3900022506714
2017-01-17,Naranja en cajas,854.702998533845,1511.9899977743626
2017-01-17,Mandarina,2629.591999657452,5209.179999604821
2017-01-17,Fresa premium 500gr,342.0,1369.5800046920776
2017-01-17,Baguetes 2 unidades,4099.0,3724.2999291419983
2017-01-17,Jamón reserva,34.470000084489584,754.5699989795685
2017-01-17,Melo  OR,362.6220016479492,793.4899983406067
2017-01-17,Filetes de salmón,108.02499994635582,3211.589996099472
2017-01-17,Aceite de oliva virgen extra 5 l,21.0,495.60000801086426
2017-01-17,Cerveza tercio,1461.0,926.4599977135658
2017-01-17,Bolsa naranjas 2Kg.,1352.0,2290.58007478714
2017-01-17,Sepia,95.77999955415726,1235.6500000953674
2017-01-17,Tomate jugoso al peso,1167.4249991178513,2323.059997931123
2017-01-17,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),247.6350003182888,4939.999999046326
2017-01-17,Pack de plátanos,1551.5470000319183,3576.149999395013
2017-01-18,Fresa premium 500gr,323.0,1294.5700047016144
2017-01-18,Jamón reserva,25.86000008881092,566.0699995756149
2017-01-18,Aceite de oliva virgen extra 5 l,21.0,495.6000099182129
2017-01-18,Tomate jugoso al peso,1067.5019986853004,2124.4699973315
2017-01-18,Mandarina,2276.7050011307,4529.9599995315075
2017-01-18,Cerveza tercio,1306.0,827.2799970507622
2017-01-18,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),61.25500011444092,1224.4800128936768
2017-01-18,Filetes de salmón,102.38999988883734,3044.1000032424927
2017-01-18,Bolsa naranjas 2Kg.,1190.0,2011.7000679969788
2017-01-18,Melo  OR,348.3240000009537,767.8600010871887
2017-01-18,Pack de plátanos,1277.9469992863014,2947.449997643009
2017-01-18,Naranja en cajas,813.0179994860664,1553.599996181205
2017-01-18,Baguetes 2 unidades,4122.0,3748.1199309825897
2017-01-18,Sepia,87.09000024199486,1128.0999999046326
2017-01-19,Filetes de salmón,88.87000028789043,2642.1199967861176
2017-01-19,Tomate jugoso al peso,1197.852998983115,2383.5999989435077
2017-01-19,Melo  OR,347.17300066910684,767.8300015442073
2017-01-19,Bolsa naranjas 2Kg.,1263.0,2134.4700717926025
2017-01-19,Baguetes 2 unidades,4060.0,3691.279932618141
2017-01-19,Sepia,86.84999945759773,1120.3599994182587
2017-01-19,Aceite de oliva virgen extra 5 l,18.0,424.8000068664551
2017-01-19,Pack de plátanos,1372.7559977397323,3290.620001465082
2017-01-19,Jamón reserva,28.84500002861023,631.489998459816
2017-01-19,Mandarina,2557.683001548052,5089.420001655817
2017-01-19,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),14.499999731779099,289.8500032424927
2017-01-19,Fresa premium 500gr,373.0,1493.8700051307678
2017-01-19,Cerveza tercio,1323.0,838.2599964141846
2017-01-19,Naranja en cajas,874.8470004796982,1672.9700003266335
2017-01-20,Bolsa naranjas 2Kg.,1496.0,2528.2400822639465
2017-01-20,Cerveza tercio,1762.0,1118.0699961185455
2017-01-20,Baguetes 2 unidades,3240.0,2955.919951438904
2017-01-20,Mandarina,2767.4659995809197,5506.599997833371
2017-01-20,Aceite de oliva virgen extra 5 l,38.0,896.8000221252441
2017-01-20,Pack de plátanos,1515.3989991694689,3648.4700056910515
2017-01-20,Fresa premium 500gr,637.0,2554.8300099372864
2017-01-20,Jamón reserva,45.45999990031123,995.1699999570847
2017-01-20,Tomate jugoso al peso,1454.943999211304,2894.8200021293014
2017-01-20,Filetes de salmón,95.22500006109476,2819.7000052928925
2017-01-20,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),342.05499970912933,6837.700050830841
2017-01-20,Sepia,139.72499968111515,1802.4500006437302
2017-01-20,Naranja en cajas,1132.243999928236,2168.5900034308434
2017-01-20,Melo  OR,423.44700062740594,934.6100008580834
2017-01-21,Mandarina,3534.848000419326,7033.470002317801
2017-01-21,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),229.91999998688698,4336.420024871826
2017-01-21,Pack de plátanos,1923.851999476552,4627.699996650219
2017-01-21,Cerveza tercio,2632.0,1666.5899941325188
2017-01-21,Jamón reserva,43.419999931007624,950.3899992704391
2017-01-21,Naranja en cajas,1380.57500192523,2640.0399990081787
2017-01-21,Bolsa naranjas 2Kg.,1744.0,2947.3600993156433
2017-01-21,Aceite de oliva virgen extra 5 l,43.0,1014.8000164031982
2017-01-21,Fresa premium 500gr,608.0,2436.32000875473
2017-01-21,Sepia,190.2750001847744,2391.2900025844574
2017-01-21,Filetes de salmón,95.95499979704618,2688.9099905490875
2017-01-21,Tomate jugoso al peso,1684.9739997386932,3352.379999950528
2017-01-21,Baguetes 2 unidades,3992.0,3633.2799402475357
2017-01-21,Melo  OR,572.8669995069504,1276.6500010490417
2017-01-22,Tomate jugoso al peso,30.549999833106995,60.799999833106995
2017-01-22,Baguetes 2 unidades,343.0,314.93999540805817
2017-01-22,Cerveza tercio,133.0,84.83999979496002
2017-01-22,Pack de plátanos,35.14500007033348,86.14999961853027
2017-01-22,Fresa premium 500gr,10.0,39.90000033378601
2017-01-22,Bolsa naranjas 2Kg.,20.0,33.80000114440918
2017-01-22,Naranja en cajas,22.55999982357025,44.10999917984009
2017-01-22,Mandarina,41.18499997258186,81.93999999761581
2017-01-23,Melo  OR,381.6809993982315,839.369996547699
2017-01-23,Fresa premium 500gr,148.0,594.3200023174286
2017-01-23,Jamón reserva,33.25000001862645,727.739998459816
2017-01-23,Cerveza tercio,1600.0,1014.3299950361252
2017-01-23,Mandarina,2339.369998730719,4654.3099986463785
2017-01-23,Tomate jugoso al peso,1190.0930001735687,2368.289997905493
2017-01-23,Pack de plátanos,1608.4219982475042,3870.7599977850914
2017-01-23,Aceite de oliva virgen extra 5 l,18.0,424.8000068664551
2017-01-23,Baguetes 2 unidades,4508.0,4102.239924311638
2017-01-23,Naranja en cajas,823.7079976499081,1575.8599980473518
2017-01-23,Bolsa naranjas 2Kg.,1405.0,2374.4500794410706
2017-01-24,Jamón reserva,34.770000014454126,761.0599992275238
2017-01-24,Bolsa naranjas 2Kg.,1239.0,2093.9100708961487
2017-01-24,Melo  OR,359.5710005760193,793.279997587204
2017-01-24,Naranja en cajas,884.7319996058941,1694.6800000667572
2017-01-24,Aceite de oliva virgen extra 5 l,19.0,448.4000072479248
2017-01-24,Cerveza tercio,1342.0,850.5299991369247
2017-01-24,Fresa premium 500gr,486.0,1948.9400072097778
2017-01-24,Filetes de salmón,112.41500010341406,3342.1299998760223
2017-01-24,Mandarina,2491.831997357309,4957.879998788238
2017-01-24,Pack de plátanos,1628.1959992842749,3921.560000229627
2017-01-24,Baguetes 2 unidades,4107.0,3736.379932165146
2017-01-24,Tomate jugoso al peso,678.9129999503493,2004.3399997502565
2017-01-24,Sepia,229.54499968886375,2522.7199959754944
2017-01-24,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),498.6649991571903,6986.3199915885925
2017-01-25,Sepia,222.0150002539158,2439.9500126838684
2017-01-25,Mandarina,2330.7209996627644,4637.600001225248
2017-01-25,Aceite de oliva virgen extra 5 l,13.0,306.80000495910645
2017-01-25,Filetes de salmón,103.3200001269579,3071.7400171756744
2017-01-25,Melo  OR,311.7099996805191,683.5499999523163
2017-01-25,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),387.03000006079674,5414.250006198883
2017-01-25,Tomate jugoso al peso,642.5399991422892,1921.5200005322695
2017-01-25,Cerveza tercio,1372.0,870.5999962687492
2017-01-25,Naranja en cajas,767.3269997481257,1467.8800004012883
2017-01-25,Jamón reserva,33.43000006303191,731.8200016021729
2017-01-25,Fresa premium 500gr,438.0,1754.8200058937073
2017-01-25,Pack de plátanos,1434.9609979521483,3452.670000674203
2017-01-25,Baguetes 2 unidades,4153.0,3776.2599304914474
2017-01-25,Bolsa naranjas 2Kg.,1108.0,1872.5200634002686
2017-01-26,Pack de plátanos,1339.242000123486,3220.9600025434047
2017-01-26,Aceite de oliva virgen extra 5 l,13.0,306.80000495910645
2017-01-26,Melo  OR,366.0209994316101,803.3699984550476
2017-01-26,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),341.99000054597855,4614.040005207062
2017-01-26,Baguetes 2 unidades,4078.0,3709.7199298143387
2017-01-26,Filetes de salmón,83.8649996817112,2493.330004453659
2017-01-26,Fresa premium 500gr,423.0,1694.370005607605
2017-01-26,Sepia,222.18999922275543,2441.910004377365
2017-01-26,Bolsa naranjas 2Kg.,1169.0,1975.6100664138794
2017-01-26,Naranja en cajas,726.695001244545,1396.4399977326393
2017-01-26,Cerveza tercio,1518.0,963.6899951696396
2017-01-26,Jamón reserva,33.46500008739531,732.5500000119209
2017-01-26,Tomate jugoso al peso,755.3389999084175,2258.540001824498
2017-01-26,Mandarina,2297.555998429656,4571.399996459484
2017-01-27,Filetes de salmón,89.69999990612268,2666.709998846054
2017-01-27,Mandarina,2659.515001580119,7185.9299916327
2017-01-27,Naranja en cajas,1104.0390021158382,2109.8000002708286
2017-01-27,Baguetes 2 unidades,3723.0,3386.539941549301
2017-01-27,Aceite de oliva virgen extra 5 l,9.0,212.40000343322754
2017-01-27,Jamón reserva,52.599999990314245,1151.509999871254
2017-01-27,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),477.11499962210655,6436.349985122681
2017-01-27,Bolsa naranjas 2Kg.,1545.0,2612.7400856018066
2017-01-27,Pack de plátanos,1615.6699975878,3885.8499979674816
2017-01-27,Melo  OR,439.47800064086914,976.4000022411346
2017-01-27,Sepia,333.465000112541,3664.8999965675175
2017-01-27,Fresa premium 500gr,701.0,2810.3900105953217
2017-01-27,Tomate jugoso al peso,959.6339987590909,2869.4899947941303
2017-01-27,Cerveza tercio,1957.0,1240.0499949455261
2017-01-28,Mandarina,3093.0539959995076,8364.450004180893
2017-01-28,Aceite de oliva virgen extra 5 l,34.0,802.4000129699707
2017-01-28,Baguetes 2 unidades,4226.0,3844.83993601799
2017-01-28,Cerveza tercio,2418.0,1535.5199944376945
2017-01-28,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),546.6799984872341,6960.580006361008
2017-01-28,Bolsa naranjas 2Kg.,1813.0,3065.6601028442383
2017-01-28,Naranja en cajas,1321.2159993052483,2523.989996612072
2017-01-28,Sepia,336.43499932438135,3667.3300058841705
2017-01-28,Tomate jugoso al peso,1191.6659987866879,3563.319998651743
2017-01-28,Melo  OR,626.6680004000664,1389.2000027894974
2017-01-28,Fresa premium 500gr,917.0,3673.6300127506256
2017-01-28,Jamón reserva,59.50499997287989,1302.529999256134
2017-01-28,Filetes de salmón,103.58999994397163,2871.8900060653687
2017-01-28,Pack de plátanos,1974.766000263393,4746.309999406338
2017-01-29,Bolsa naranjas 2Kg.,10.0,16.90000057220459
2017-01-29,Aceite de oliva virgen extra 5 l,1.0,23.600000381469727
2017-01-29,Jamón reserva,0.1599999964237213,3.5
2017-01-29,Baguetes 2 unidades,307.0,282.0599957704544
2017-01-29,Cerveza tercio,133.0,85.01999986171722
2017-01-29,Tomate jugoso al peso,14.069999933242798,42.06999972462654
2017-01-29,Naranja en cajas,14.714999675750732,28.760000109672546
2017-01-29,Pack de plátanos,17.39499995112419,42.61999976634979
2017-01-29,Mandarina,23.429999858140945,64.36000019311905
2017-01-29,Fresa premium 500gr,18.0,72.22000026702881
2017-01-30,Tomate jugoso al peso,745.3090002685785,2228.60000115633
2017-01-30,Fresa premium 500gr,456.0,1826.040006160736
2017-01-30,Naranja en cajas,885.2809995412827,1695.4599997103214
2017-01-30,Baguetes 2 unidades,4402.0,3998.9999220371246
2017-01-30,Pack de plátanos,1514.6789990216494,3644.5999998152256
2017-01-30,Jamón reserva,39.8199999704957,871.6599982976913
2017-01-30,Bolsa naranjas 2Kg.,1229.0,2077.0100688934326
2017-01-30,Aceite de oliva virgen extra 5 l,11.0,259.600004196167
2017-01-30,Melo  OR,365.7110004425049,812.329999923706
2017-01-30,Mandarina,1916.085999279283,5193.3399984855205
2017-01-30,Cerveza tercio,1422.0,900.4199956059456
2017-01-31,Jamón reserva,33.055000100284815,723.530001282692
2017-01-31,Fresa premium 500gr,553.0,2215.8700070381165
2017-01-31,Tomate jugoso al peso,755.8179982937872,2260.040000811219
2017-01-31,Melo  OR,398.3129999637604,884.5999987125397
2017-01-31,Baguetes 2 unidades,4163.0,3786.079929471016
2017-01-31,Cerveza tercio,1402.0,888.5099966526031
2017-01-31,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),520.235000424087,7121.9499970674515
2017-01-31,Pack de plátanos,1551.8329982757568,3734.3499996960163
2017-01-31,Bolsa naranjas 2Kg.,879.0,1740.5100066661835
2017-01-31,Mandarina,1793.1019969061017,4864.3799994289875
2017-01-31,Naranja en cajas,923.0569998621941,1767.3400006890297
2017-01-31,Sepia,225.9349997639656,2483.029997944832
2017-01-31,Aceite de oliva virgen extra 5 l,21.0,495.60000801086426
2017-01-31,Filetes de salmón,112.6799997612834,3249.04000043869
2017-02-01,Sepia,200.4450006186962,2202.9900012016296
2017-02-01,Mandarina,1522.5099982917309,4129.090002223849
2017-02-01,Fresa premium 500gr,563.0,2255.3700075149536
2017-02-01,Naranja en cajas,783.4529994130135,1497.8800013661385
2017-02-01,Pack de plátanos,1362.844998061657,3278.539998859167
2017-02-01,Cerveza tercio,1457.0,922.6199964284897
2017-02-01,Melo  OR,335.7620004415512,748.4099979400635
2017-02-01,Filetes de salmón,96.05499981343746,2768.4100065231323
2017-02-01,Aceite de oliva virgen extra 5 l,17.0,401.20000648498535
2017-02-01,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),397.95500004291534,5460.369998931885
2017-02-01,Jamón reserva,31.170000173151493,682.330001115799
2017-02-01,Tomate jugoso al peso,748.707000091672,2238.759998843074
2017-02-01,Baguetes 2 unidades,4228.0,3844.3999289274216
2017-02-01,Bolsa naranjas 2Kg.,763.0,1517.4700062274933
2017-02-02,Tomate jugoso al peso,730.5339994393289,2184.5099999159575
2017-02-02,Melo  OR,366.9880006313324,762.5000009536743
2017-02-02,MERLUZA PALANGRE 1 - 2 Kg (1 Caja 10Q.),379.9650000333786,5201.700010538101
2017-02-02,Naranja en cajas,807.2010001242161,1543.2100006341934
2017-02-02,Sepia,175.50499998033047,1928.9000046253204
2017-02-02,Aceite de oliva virgen extra 5 l,23.0,542.8000106811523
2017-02-02,Bolsa naranjas 2Kg.,808.0,1607.9200057983398
2017-02-02,Fresa premium 500gr,557.0,2232.2300078868866
2017-02-02,Jamón reserva,33.970000091940165,743.5399989485741
2017-02-02,Baguetes 2 unidades,4109.0,3737.7799303531647
2017-02-02,Filetes de salmón,81.14999997615814,2338.740002632141
2017-02-02,Cerveza tercio,1366.0,866.819997549057
2017-02-02,Pack de plátanos,1209.0229985713959,2909.100004762411
2017-02-02,Mandarina,1457.8029991835356,3954.2400042265654
2017-02-03,Tomate jugoso al peso,1153.134999464266,3447.879997452721
2017-02-03,Fresa premium 500gr,776.0,3108.2400109767914
2017-02-03,Filetes de salmón,103.95999971032143,2996.2499907016754
2017-02-03,Jamón reserva,55.15600011870265,1207.4299993515015
2017-02-03,Mandarina,1975.2169982660562,5360.910003487021
2017-02-03,Pack de plátanos,1605.076997935772,3861.090003758669
2017-02-03,Baguetes 2 unidades,3651.0,3321.259940981865
2017-02-03,Bolsa naranjas 2Kg.,1147.0,2282.530006170273
2017-02-03,Naranja en cajas,1168.3179992185906,2236.409998068586
2017-02-03,Cerveza tercio,2174.0,1377.989995598793
2017-02-03,Melo  OR,517.834999203682,1060.0300023555756
2017-02-03,Sepia,278.41499991714954,3059.9400017261505
2017-02-03,Aceite de oliva virgen extra 5 l,21.0,495.60000801086426
